
2024-01-21 14:40:33.840758,2024-01-21 14:40:40.840758,2024-01-21 14:40:42.840758,2024-01-21 14:40:43.840758,2024-01-21 14:40:48.840758,2024-01-21 14:40:53.840758,2024-01-21 14:40:55.840758,2024-01-21 14:41:00.840758,2024-01-21 14:41:04.840758,2024-01-21 14:41:05.840758,2024-01-21 14:41:07.840758,2024-01-21 14:41:10.840758,2024-01-21 14:41:11.840758,2024-01-21 14:41:17.840758,2024-01-21 14:41:19.840758,2024-01-21 14:41:22.840758,2024-01-21 14:41:24.840758,2024-01-21 14:41:28.840758,2024-01-21 14:41:29.840758,2024-01-21 14:41:37.840758,2024-01-21 14:41:40.840758,2024-01-21 14:41:42.840758,2024-01-21 14:41:44.840758,2024-01-21 14:41:53.840758,2024-01-21 14:41:56.840758,2024-01-21 14:41:57.840758,2024-01-21 14:41:59.840758,2024-01-21 14:42:01.840758,2024-01-21 14:42:02.840758,2024-01-21 14:42:04.840758,2024-01-21 14:42:08.840758,2024-01-21 14:42:09.840758,2024-01-21 14:42:12.840758,2024-01-21 14:42:14.840758,2024-01-21 14:42:15.840758,2024-01-21 14:42:19.840758,2024-01-21 14:42:27.840758,2024-01-21 14:42:29.840758,2024-01-21 14:42:33.840758,2024-01-21 14:42:36.840758,2024-01-21 14:42:40.840758,2024-01-21 14:42:44.840758,2024-01-21 14:42:48.840758,2024-01-21 14:42:52.840758,2024-01-21 14:42:55.840758,2024-01-21 14:42:57.840758,2024-01-21 14:43:00.840758,2024-01-21 14:43:01.840758,2024-01-21 14:43:04.840758,2024-01-21 14:43:08.840758,2024-01-21 14:43:11.840758,2024-01-21 14:43:14.840758,2024-01-21 14:43:15.840758,2024-01-21 14:43:25.840758,2024-01-21 14:43:26.840758,2024-01-21 14:43:29.840758,2024-01-21 14:43:33.840758,2024-01-21 14:43:40.840758,2024-01-21 14:43:41.840758,2024-01-21 14:43:43.840758,2024-01-21 14:43:44.840758,2024-01-21 14:43:47.840758,2024-01-21 14:43:48.840758,2024-01-21 14:43:49.840758,2024-01-21 14:43:50.840758,2024-01-21 14:43:52.840758,2024-01-21 14:43:54.840758,2024-01-21 14:43:56.840758,2024-01-21 14:43:59.840758,2024-01-21 14:44:00.840758,2024-01-21 14:44:01.840758,2024-01-21 14:44:03.840758,2024-01-21 14:44:05.840758,2024-01-21 14:44:12.840758,2024-01-21 14:44:13.840758,2024-01-21 14:44:23.840758,2024-01-21 14:44:26.840758,2024-01-21 14:44:33.840758,2024-01-21 14:44:35.840758,2024-01-21 14:44:39.840758,2024-01-21 14:44:41.840758,2024-01-21 14:44:43.840758,2024-01-21 14:44:45.840758,2024-01-21 14:44:46.840758,2024-01-21 14:44:50.840758,2024-01-21 14:44:59.840758,2024-01-21 14:45:01.840758,2024-01-21 14:45:04.840758,2024-01-21 14:45:05.840758,2024-01-21 14:45:08.840758,2024-01-21 14:45:21.840758,2024-01-21 14:45:22.840758,2024-01-21 14:45:24.840758,2024-01-21 14:45:33.840758,2024-01-21 14:45:34.840758,2024-01-21 14:45:35.840758,2024-01-21 14:45:37.840758,2024-01-21 14:45:39.840758,2024-01-21 14:45:41.840758,2024-01-21 14:45:44.840758,2024-01-21 14:45:45.840758,2024-01-21 14:45:49.840758,2024-01-21 14:45:50.840758,2024-01-21 14:45:51.840758,2024-01-21 14:45:52.840758,2024-01-21 14:45:54.840758,2024-01-21 14:45:57.840758,2024-01-21 14:45:58.840758,2024-01-21 14:46:01.840758,2024-01-21 14:46:04.840758,2024-01-21 14:46:12.840758,2024-01-21 14:46:16.840758,2024-01-21 14:46:18.840758,2024-01-21 14:46:24.840758,2024-01-21 14:46:32.840758,2024-01-21 14:46:34.840758,2024-01-21 14:46:35.840758,2024-01-21 14:46:39.840758,2024-01-21 14:46:40.840758,2024-01-21 14:46:41.840758,2024-01-21 14:46:53.840758,2024-01-21 14:46:57.840758,2024-01-21 14:46:58.840758,2024-01-21 14:46:59.840758,2024-01-21 14:47:01.840758,2024-01-21 14:47:03.840758,2024-01-21 14:47:07.840758,2024-01-21 14:47:13.840758,2024-01-21 14:47:21.840758,2024-01-21 14:47:22.840758,2024-01-21 14:47:26.840758,2024-01-21 14:47:30.840758,2024-01-21 14:47:35.840758,2024-01-21 14:47:38.840758,2024-01-21 14:47:40.840758,2024-01-21 14:47:41.840758,2024-01-21 14:47:42.840758,2024-01-21 14:47:44.840758,2024-01-21 14:47:46.840758,2024-01-21 14:47:49.840758,2024-01-21 14:47:52.840758,2024-01-21 14:47:53.840758,2024-01-21 14:47:54.840758,2024-01-21 14:47:55.840758,2024-01-21 14:47:57.840758,2024-01-21 14:47:58.840758,2024-01-21 14:48:00.840758,2024-01-21 14:48:03.840758,2024-01-21 14:48:05.840758,2024-01-21 14:48:07.840758,2024-01-21 14:48:09.840758,2024-01-21 14:48:10.840758,2024-01-21 14:48:15.840758,2024-01-21 14:48:19.840758,2024-01-21 14:48:23.840758,2024-01-21 14:48:30.840758,2024-01-21 14:48:34.840758,2024-01-21 14:48:38.840758,2024-01-21 14:48:39.840758,2024-01-21 14:48:41.840758,2024-01-21 14:48:43.840758,2024-01-21 14:48:46.840758,2024-01-21 14:48:47.840758,2024-01-21 14:48:48.840758,2024-01-21 14:48:51.840758,2024-01-21 14:48:53.840758
